quarter,kicox_industry,grade,ppi_level,component_id,ppi_item,ppi_index,ppi_index_n_months,ppi_index_complete_quarter,ppi_index_yoy_pct,note
2023Q3,비금속,A,lv3,,비금속광물제품,128.83,3,True,6.309999,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,석유화학,C,lv3,c1,화학제품,122.25,3,True,-4.78972,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,석유화학,C,lv3,c2,석탄및석유제품,195.233333,3,True,-16.962032,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,섬유의복,A,lv4,,섬유및의복,115.86,3,True,3.91342,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,운송장비,A,lv3,,운송장비,105.256667,3,True,1.305743,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,음식료,A,lv3,,음식료품,120.903333,3,True,4.274954,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,전기전자,C,lv3,c1,전기장비,119.55,3,True,5.871413,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,전기전자,C,lv3,c2,컴퓨터전자및광학기기,94.43,3,True,-5.758483,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q3,철강,B,lv4,,철강1차제품,142.363333,3,True,-6.150567,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,기계,A,lv3,,기계및장비,109.15,3,True,1.500263,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,목재종이,A,lv3,,목재및종이제품,120.343333,3,True,-2.914997,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,비금속,A,lv3,,비금속광물제품,129.436667,3,True,4.73352,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,석유화학,C,lv3,c1,화학제품,123.333333,3,True,-1.467338,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,석유화학,C,lv3,c2,석탄및석유제품,197.576667,3,True,-10.490788,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,섬유의복,A,lv4,,섬유및의복,116.373333,3,True,2.513507,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,운송장비,A,lv3,,운송장비,106.506667,3,True,1.874761,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,음식료,A,lv3,,음식료품,121.086667,3,True,2.436411,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,전기전자,C,lv3,c1,전기장비,121.436667,3,True,5.483974,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,전기전자,C,lv3,c2,컴퓨터전자및광학기기,95.32,3,True,-3.512501,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2023Q4,철강,B,lv4,,철강1차제품,138.373333,3,True,-5.94526,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,기계,A,lv3,,기계및장비,110.023333,3,True,1.710218,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,목재종이,A,lv3,,목재및종이제품,120.876667,3,True,-2.013078,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,비금속,A,lv3,,비금속광물제품,130.2,3,True,3.112378,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,석유화학,C,lv3,c1,화학제품,123.893333,3,True,-0.412625,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,석유화학,C,lv3,c2,석탄및석유제품,194.253333,3,True,-0.23966,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,섬유의복,A,lv4,,섬유및의복,116.446667,3,True,1.525764,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,운송장비,A,lv3,,운송장비,106.893333,3,True,2.081874,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,음식료,A,lv3,,음식료품,121.08,3,True,1.336309,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,전기전자,C,lv3,c1,전기장비,122.383333,3,True,4.02618,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,전기전자,C,lv3,c2,컴퓨터전자및광학기기,96.153333,3,True,0.627922,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q1,철강,B,lv4,,철강1차제품,135.306667,3,True,-6.950303,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,기계,A,lv3,,기계및장비,110.35,3,True,1.521052,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,목재종이,A,lv3,,목재및종이제품,121.213333,3,True,-0.999156,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,비금속,A,lv3,,비금속광물제품,129.673333,3,True,1.3865,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,석유화학,C,lv3,c1,화학제품,125.57,3,True,1.353315,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,석유화학,C,lv3,c2,석탄및석유제품,195.876667,3,True,8.255039,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,섬유의복,A,lv4,,섬유및의복,116.64,3,True,0.65006,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,운송장비,A,lv3,,운송장비,107.08,3,True,2.364413,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,음식료,A,lv3,,음식료품,121.45,3,True,1.053945,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,전기전자,C,lv3,c1,전기장비,125.613333,3,True,6.322828,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,전기전자,C,lv3,c2,컴퓨터전자및광학기기,97.86,3,True,3.293224,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q2,철강,B,lv4,,철강1차제품,135.19,3,True,-7.232553,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,기계,A,lv3,,기계및장비,110.853333,3,True,1.694086,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,목재종이,A,lv3,,목재및종이제품,122.806667,3,True,1.150372,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,비금속,A,lv3,,비금속광물제품,129.136667,3,True,0.23804,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,석유화학,C,lv3,c1,화학제품,124.336667,3,True,1.706885,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,석유화학,C,lv3,c2,석탄및석유제품,189.703333,3,True,-2.832508,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,섬유의복,A,lv4,,섬유및의복,116.183333,3,True,0.279072,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,운송장비,A,lv3,,운송장비,107.526667,3,True,2.156633,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,음식료,A,lv3,,음식료품,121.923333,3,True,0.843649,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,전기전자,C,lv3,c1,전기장비,124.466667,3,True,4.112645,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,전기전자,C,lv3,c2,컴퓨터전자및광학기기,97.996667,3,True,3.777048,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q3,철강,B,lv4,,철강1차제품,134.436667,3,True,-5.567913,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,기계,A,lv3,,기계및장비,110.93,3,True,1.630783,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,목재종이,A,lv3,,목재및종이제품,124.263333,3,True,3.257347,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,비금속,A,lv3,,비금속광물제품,129.073333,3,True,-0.280704,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,석유화학,C,lv3,c1,화학제품,122.93,3,True,-0.327027,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,석유화학,C,lv3,c2,석탄및석유제품,186.78,3,True,-5.464545,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,섬유의복,A,lv4,,섬유및의복,116.41,3,True,0.031508,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,운송장비,A,lv3,,운송장비,107.983333,3,True,1.386455,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,음식료,A,lv3,,음식료품,122.4,3,True,1.084623,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,전기전자,C,lv3,c1,전기장비,124.99,3,True,2.926079,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,전기전자,C,lv3,c2,컴퓨터전자및광학기기,97.296667,3,True,2.073717,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2024Q4,철강,B,lv4,,철강1차제품,130.886667,3,True,-5.410484,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,기계,A,lv3,,기계및장비,111.323333,3,True,1.181568,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,목재종이,A,lv3,,목재및종이제품,123.513333,3,True,2.181287,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,비금속,A,lv3,,비금속광물제품,128.81,3,True,-1.067588,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,석유화학,C,lv3,c1,화학제품,124.453333,3,True,0.452002,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,석유화학,C,lv3,c2,석탄및석유제품,195.83,3,True,0.811655,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,섬유의복,A,lv4,,섬유및의복,116.096667,3,True,-0.300567,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,운송장비,A,lv3,,운송장비,108.266667,3,True,1.28477,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,음식료,A,lv3,,음식료품,123.28,3,True,1.816981,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,전기전자,C,lv3,c1,전기장비,126.24,3,True,3.151301,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,전기전자,C,lv3,c2,컴퓨터전자및광학기기,98.03,3,True,1.951744,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q1,철강,B,lv4,,철강1차제품,131.57,3,True,-2.761628,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,기계,A,lv3,,기계및장비,111.783333,3,True,1.298897,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,목재종이,A,lv3,,목재및종이제품,122.763333,3,True,1.278737,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,비금속,A,lv3,,비금속광물제품,128.56,3,True,-0.858568,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,석유화학,C,lv3,c1,화학제품,122.576667,3,True,-2.383797,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,석유화학,C,lv3,c2,석탄및석유제품,178.05,3,True,-9.100965,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,섬유의복,A,lv4,,섬유및의복,116.08,3,True,-0.48011,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,운송장비,A,lv3,,운송장비,108.316667,3,True,1.1549,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,음식료,A,lv3,,음식료품,124.67,3,True,2.651297,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,전기전자,C,lv3,c1,전기장비,125.593333,3,True,-0.015922,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,전기전자,C,lv3,c2,컴퓨터전자및광학기기,97.106667,3,True,-0.769807,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q2,철강,B,lv4,,철강1차제품,131.61,3,True,-2.648125,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,기계,A,lv3,,기계및장비,111.77,3,True,0.826918,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,목재종이,A,lv3,,목재및종이제품,122.23,3,True,-0.469573,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,비금속,A,lv3,,비금속광물제품,127.986667,3,True,-0.890529,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,석유화학,C,lv3,c1,화학제품,122.29,3,True,-1.646068,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,석유화학,C,lv3,c2,석탄및석유제품,180.0,3,True,-5.115004,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,섬유의복,A,lv4,,섬유및의복,116.126667,3,True,-0.048773,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,운송장비,A,lv3,,운송장비,109.153333,3,True,1.512803,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,음식료,A,lv3,,음식료품,125.6,3,True,3.015556,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,전기전자,C,lv3,c1,전기장비,125.05,3,True,0.468666,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,전기전자,C,lv3,c2,컴퓨터전자및광학기기,97.096667,3,True,-0.918399,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q3,철강,B,lv4,,철강1차제품,130.84,3,True,-2.675361,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,기계,A,lv3,,기계및장비,112.023333,3,True,0.985607,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,목재종이,A,lv3,,목재및종이제품,122.32,3,True,-1.563883,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,비금속,A,lv3,,비금속광물제품,127.613333,3,True,-1.13114,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,석유화학,C,lv3,c1,화학제품,123.063333,3,True,0.108463,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,석유화학,C,lv3,c2,석탄및석유제품,183.48,3,True,-1.766784,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,섬유의복,A,lv4,,섬유및의복,116.49,3,True,0.068723,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,운송장비,A,lv3,,운송장비,109.393333,3,True,1.305757,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,음식료,A,lv3,,음식료품,125.673333,3,True,2.674292,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,전기전자,C,lv3,c1,전기장비,128.08,3,True,2.472198,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,전기전자,C,lv3,c2,컴퓨터전자및광학기기,103.006667,3,True,5.868649,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2025Q4,철강,B,lv4,,철강1차제품,130.57,3,True,-0.24194,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,기계,A,lv3,,기계및장비,112.393333,3,True,0.961164,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,목재종이,A,lv3,,목재및종이제품,122.7,3,True,-0.658498,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
2026Q1,비금속,A,lv3,,비금속광물제품,127.403333,3,True,-1.092048,전국 단위 KOSIS 생산자물가지수(기본분류) 월 지수를 분기 평균한 값. 국면 부호 안전성 판정 전용이며 본분석 생산 YoY(명목)를 대체하지 않는다.
