wanted_auth_no,company,title,wage,region,cert,education,career,reg_date,due_date,detail_url
KF10802608190011,짐스아쿠아,어린이 보호차량 동승도우미 직원 모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802608190011
KF10802608190010,짐스아쿠아,어린이 수영장 통학 셔틀 기사 모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802608190010
K131132608190060,(주)에스제이케이,"자동선반, CNC선반 생산직 모집","시급10,320 원 이상",경남 창원시 의창구,[인증],,경력 1년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190060
KF10532608190010,안정재활요양원,안정재활요양원 조리원 구인,월급261 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532608190010
K131132608190057,주식회사효림산업,제조업 선박도장원 생산보조 신입 및 경력 모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190057
K131132608190056,주식회사엠피콘,리치스태커 또는 R/S 장비기사님 구합니다,월급300 만원 이상,경남 창원시 진해구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190056
K131132608190055,신영정공,MCT및CNC선반 생산 및 관리,"시급12,000 원 이상 ~ 14,500 원 이하",경남 창원시 성산구,[인증],,경력 3년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190055
K131132608190054,주식회사 태광수출포장,"수출용 포장 목상자 제작, 포장 생산직 모집","시급12,000 원 이상",경남 창원시 의창구,[인증],,경력 2년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190054
K131132608190052,주식회사 태광수출포장,제조업 사무직 관리업무,월급230 만원 이상,경남 창원시 의창구,[인증],,경력 1년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190052
K131132608190051,정일기업,품질관리원 모집,월급250 만원 이상 ~ 300 만원 이하,경남 창원시 성산구,[인증],,경력 2년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190051
K131132608190050,하이젠알앤엠 주식회사,PLC 자동화 CAD,"연봉4,000 만원 이상",경남 창원시 성산구,[인증],,경력 3년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190050
K131132608190049,주식회사 문화엔터프라이즈,함께일할 경력직 2D 그래픽 디자이너분 모집합니다.,"연봉2,590 만원 이상 ~ 4,000 만원 이하",경남 창원시 의창구,[인증],,경력 3년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190049
KF10532608190005,주식회사 윈테크,[삼성전기협력사/초보가능]반도체 기판검사 모집/ 통근버스운행,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 진해구,[인증],,관계없음,26-08-19,26-09-20,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532608190005
K131132608190044,(주)나산전기산업,배전반 설계직원 모집,"연봉3,200 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-08-19,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190044
K131132608190043,(주)나산전기산업,품질관리 책임자 및 검사원 모집,"연봉3,200 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-08-19,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190043
K131132608190042,(주)나산전기산업,계장제어 설계직원 모집,"연봉3,200 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-08-19,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190042
KF10532608190003,주식회사 윈테크,(주) 윈테크 현장 전산원 모집 합니다.,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 진해구,[인증],,관계없음,26-08-19,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532608190003
KF10802608190006,활기찬신경외과의원,병원 코디네이터 신입 및 경력지원 구인합니다.,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802608190006
KF10802608190005,활기찬신경외과의원,간호조무사 신입 및 경력지원 구인합니다.,"연봉2,600 만원 이상 ~ 2,800 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10802608190005
K131132608190039,주식회사장비하는사람들,급구급구~~스카이 고소 작업차 기사님을 모십니다,"연봉3,000 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190039
K131132608190037,(주)럭키테크,"생산직(플라스틱조립) 채용, (LG협력사 경험자 환영)","시급11,000 원 이상 ~ 11,500 원 이하",경남 창원시 의창구,[인증],,경력 1년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190037
K131132608190035,(주)케이알텍,자재관리 직원채용(방산업체 유경험자 우대),"연봉3,600 만원 이상",경남 창원시 성산구,[인증],,경력 3년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190035
K131132608190029,주식회사 금아하이드파워,금아하이드파워 - 도장 및 쇼트 모집공고,"시급12,000 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-09-28,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190029
K131132608190028,(주)웨스코일렉트로드,(주)웨스코일렉트로드 팔용지점 약품제조 업무 계약직 1명,월급216 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-08-19,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190028
K131132608190023,（주）정일테크,공작기계 자재·구매 관리,월급300 만원 이상 ~ 350 만원 이하,경남 창원시 의창구,[인증],,경력 2년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190023
KF10532608190001,(주)케이엠아이텍,[성주동]방산 케이블조립원 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532608190001
K131132608190021,위드모터스 창원서비스센터,"포드링컨 자동차 위드모터스 창원서비스센터 리셉션 (정비 예약 접수, 고객 응대) 모집",월급216 만원 이상,경남 창원시 성산구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190021
K130042608190018,주식회사에스비시큐리티,창원 감계 힐스테이트2차 아파트 보안요원 모집,월급283 만원 이상 ~ 283 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K130042608190018
K131132608190020,주식회사 스타원,전기제품 제작 및 조립원,"시급11,000 원 이상 ~ 35,000 원 이하",경남 창원시 의창구,[인증],,경력 1년,26-08-19,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190020
K131132608190017,신서림에스앤에스(주),영업관리직 모집,월급300 만원 이상,경남 창원시 성산구,[인증],,경력 1년,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190017
K131132608190015,주)유림종합상사,철강유통 배관자재 납품 및 판매관리직 채용,"연봉3,000 만원 이상",경남 창원시 의창구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190015
K131132608190014,주식회사중앙감정평가법인경남중부지사,중앙감정평가법인 경남중부지사 전산사무직 경력직 채용,월급216 만원 이상 ~ 216 만원 이하,경남 창원시 의창구,[인증],,경력  6개월,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190014
K131132608190012,삼우금속공업（주）,설비유지 관리 및 보수 인원 구인,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-19,26-10-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608190012
K131132608180102,성진테크,자동차(독일/벤츠) 차량부품 생산업체로  경력 및 견습공  을  모집 합니다. (청년일자리도약 가능),"시급10,320 원 이상 ~ 12,000 원 이하",경남 창원시 성산구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180102
K131132608180098,금창테크,MCT 조작원 채용,"연봉3,600 만원 이상 ~ 4,000 만원 이하",경남 창원시 의창구,[인증],,경력 3년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180098
K131132608180097,(주)동진공,자재 관리 납품 및 영업직 신입 사원 모집,"연봉3,200 만원 이상 ~ 3,300 만원 이하",경남 창원시 의창구,[인증],,신입,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180097
K131132608180096,김대현세무회계사무소,회계사무원 구합니다.,"연봉3,200 만원 이상 ~ 3,200 만원 이하",경남 창원시 성산구,[인증],,경력 3년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180096
K131132608180094,대흥산업,생산직(주물 후처리) 모집,"일급82,560 원 이상",경남 창원시 진해구,[인증],,신입,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180094
KJSP002608180005,나누리재가복지센터,재가 요양보호사 모집,"시급10,320 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KJSP002608180005
K131132608180087,주식회사 올댓오토메이션,[신입/경력] PLC·자동화 제어 및 로봇 프로그래밍 엔지니어 채용,월급220 만원 이상 ~ 300 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180087
K131132608180075,제이앤제이테크,CNC 선반 조작원 (경력) 모집,"연봉5,000 만원 이상",경남 창원시 성산구,[인증],,경력 10년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180075
K131132608180072,삼일직업전문학교,건축설비산업기사 훈련강사 모집,월급260 만원 이상 ~ 300 만원 이하,경남 창원시 성산구,[인증],,경력 2년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180072
K131132608180067,(주)진승테크,HD현대 마린엔진(내) 설비보전 및 시설관리 업무,"연봉3,500 만원 이상 ~ 5,000 만원 이하",경남 창원시 성산구,[인증],,경력 3년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180067
K131132608180058,원테크,원테크(두산 에너빌리티 1차 협력업체)_생산직 (방전가공) 경력자 모집,"연봉4,000 만원 이상",경남 창원시 성산구,[인증],,경력 2년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180058
K131132608180054,(유)동일로지스,"추레라 충청,경기이남(부산 라운드) 운송을 책임지는 숙련된 운전자를 모집합니다.",월급420 만원 이상,경남 창원시 진해구,[인증],,경력 2년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180054
K131132608180051,대한사상,알루미늄 사상공 모집,"시급10,500 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180051
K131132608180049,대한다이캐스팅,대형 다이캐스팅 장비 운용원 모집,"시급10,500 원 이상 ~ 11,000 원 이하",경남 창원시 성산구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180049
K131132608180047,주식회사 유한이엔에스,기술연구소 경력 및 신입 인력 채용,"연봉3,000 만원 이상 ~ 4,000 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180047
K131132608180046,주식회사 유한이엔에스,품질 생산팀 경력 및 신입 인원 충원,"연봉3,000 만원 이상 ~ 4,000 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180046
K131112608180032,행복가득한재가노인복지센터,북면 동전로86  감계힐스테이트 거주 어르신 돌보실 재가 요양보호사 모집합니다,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-08-18,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131112608180032
K131132608180044,디지우드,[디지우드] 제품 배송 및 현장 설치 기사 모집 / 4개월 계약직,월급290 만원 이상 ~ 290 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180044
K131132608180038,상신테크,경리사무원 채용,"연봉3,300 만원 이상",경남 창원시 의창구,[인증],,경력 2년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180038
K131132608180032,주식회사미래정보통신,LG유플러스 기업 유무선 유치 영업사원 채용,"연봉3,000 만원 이상 ~ 5,000 만원 이하",경남 창원시 성산구,[인증],,경력 1년,26-08-18,26-10-14,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180032
K131132608180031,주식회사미래정보통신,LG U+ 전산 입력 및 고객 CS 경력 인재를 찾습니다.LG U+유큐브 전산 입력 경력자만 지원부탁드립니다,"연봉3,000 만원 이상 ~ 3,500 만원 이하",경남 창원시 성산구,[인증],,경력 1년,26-08-18,26-10-14,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180031
K131132608180027,주식회사 와이케이기업,조선소 취부사인원 모집,"시급21,000 원 이상",경남 창원시 진해구,[인증],,경력 5년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180027
K131132608180025,주식회사 조원,케이조선 내 협력사 라인 QC 모집합니다.,월급300 만원 이상 ~ 350 만원 이하,경남 창원시 진해구,[인증],,경력 1년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180025
K131132608180021,신흥연삭,연삭기 및 프로파일  작업자 구함,"연봉4,000 만원 이상 ~ 7,000 만원 이하",경남 창원시 의창구,[인증],,경력 1년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180021
K130042608180018,주식회사에스비시큐리티,창원 마린푸르지오1차 아파트 경비/보안요원 구인,월급305 만원 이상 ~ 305 만원 이하,경남 창원시 진해구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K130042608180018
K131132608180014,영호노인전문요양원,창원 영호노인전문요양원 요양보호사 모집,월급223 만원 이상 ~ 267 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180014
K131132608180012,창원노인통합센터,주간보호센터에서 근무하실 간호 조무사 선생님을 모십니다,월급216 만원 이상 ~ 216 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-08-18,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180012
K131132608180010,다다솔루션,기계설계,"연봉2,800 만원 이상 ~ 5,000 만원 이하",경남 창원시 성산구,[인증],,경력 1년,26-08-18,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180010
K131132608180009,다다솔루션,생산직(가공) 사원모집,"시급10,500 원 이상 ~ 13,000 원 이하",경남 창원시 성산구,[인증],,경력 1년,26-08-18,26-10-16,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180009
K131132608180006,세무법인세양,[세무법인 세양]회계사무소 경력직원 모집,"연봉3,000 만원 이상",경남 창원시 의창구,[인증],,경력 3년,26-08-18,26-10-14,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180006
K131132608180005,주식회사덕보테크,MCT 운영자 모집,"연봉4,000 만원 이상 ~ 5,000 만원 이하",경남 창원시 의창구,[인증],,경력 5년,26-08-18,26-10-17,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608180005
K131132608140051,경남에너지의창고객센터 주식회사,경남에너지 의창고객센터(주) 검침.점검원 채용(정규직),월급240 만원 이상 ~ 260 만원 이하,경남 창원시 의창구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140051
K131132608140050,강진산업주식회사,생산직 사원 모집,월급280 만원 이상 ~ 330 만원 이하,경남 창원시 성산구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140050
K131132608140049,주식회사상미씨앤에스,보안직 모집(근무지:세아창원특수강),"연봉4,000 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140049
K131132608140047,주식회사 디에스엠 (DSM Corporation),디에스엠 - 금형 제작 및 가공 사원 모집,"일급82,560 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140047
K131132608140046,주식회사 디에스엠 (DSM Corporation),디에스엠 - 프레스 가공 사원 모집,"일급82,560 원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140046
K131132608140042,성우테크론(주),장비사업부 제어설계팀 PLC 엔지니어 모집,"연봉3,800 만원 이상 ~ 3,800 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140042
K131132608140039,유한회사에코힐링,사무 총무 회계 행정 직원 모집,월급216 만원 이상 ~ 216 만원 이하,경남 창원시 진해구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140039
K170052608140023,성민산업(주),[진해] 건설 현장 공무 모집,월급400 만원 이상 ~ 450 만원 이하,경남 창원시 진해구,[인증],,경력 5년,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K170052608140023
K131132608140024,주식회사 가온특수(Gaon Special),안정적인 운송 서비스를 위한 능동적인 배차 매니저를 찾습니다.,"연봉2,800 만원 이상 ~ 3,200 만원 이하",경남 창원시 진해구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140024
K131132608140019,사회복지법인실버덴,요양보호사 채용공고,월급250 만원 이상,경남 창원시 의창구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140019
KF10532608140001,코리아엠피지(KOREAMPG),하네스 제조 생산직 모집,"시급10,320 원 이상",경남 창원시 의창구,[인증],,경력 1년,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10532608140001
KN50092608140001,해군사관학교,[채용대행] ’26-1차 해군사관학교 한시임기제군무원 채용 계획,월급205 만원 이상 ~ 205 만원 이하,경남 창원시 진해구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KN50092608140001
KF10792608140001,늘 한마음 재가노인복지센터,재가요양보호사 모집(마산새일센터 채용대행),"시급13,000 원 이상 ~ 13,000 원 이하",경남 창원시 의창구,[인증],,관계없음,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=KF10792608140001
K131132608140008,주식회사 그랜드시티오퍼레이션즈,그랜드시티호텔 창원 프론트 사원 신입 및 경력직 사원 채용,"연봉3,000 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-14,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140008
K131132608140007,주식회사 플라즈마홀딩스,"일반기계기사, 건설기계기사, 기계설계기사, 화공기사, 공업화학기사, 토목기사  모집합니다.","연봉3,000 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-14,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140007
K131132608140005,우진,프레스 오퍼레이터 모집,"시급10,320 원 이상 ~ 10,320 원 이하",경남 창원시 의창구,[인증],,관계없음,26-08-14,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140005
K131132608140002,국립창원대학교생활협동조합,[국립창원대학교생활협동조합] 창원대학교 내 식당 파트타임 추가 모집,"시급11,000 원 이상",경남 창원시 의창구,[인증],,경력 1년,26-08-14,26-10-13,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608140002
K131132608130060,창원시립 신흥어린이집,보육교직원,월급232 만원 이상 ~ 317 만원 이하,경남 창원시 진해구,[인증],,관계없음,26-08-13,26-09-30,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608130060
K131132608130058,에이피엠글로벌 주식회사,관리직 모집(신입/경력),"연봉3,551 만원 이상",경남 창원시 성산구,[인증],,관계없음,26-08-13,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608130058
K120032608130034,주식회사 스타스코,"생산 및 출하관리, 소재발주 및 재고관리(1명)/품질(검사, 성적서 등록, 클레임대응) 및 실적관리(1명)","연봉3,000 만원 이상 ~ 3,500 만원 이하",경남 창원시 성산구,[인증],,관계없음,26-08-13,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K120032608130034
K131132608130056,의창서비스기아오토큐주식회사,기아자동차 서비스센터 신설 업체에 함께 성장하는 관리사무원를 모집합니다.,월급250 만원 이상 ~ 300 만원 이하,경남 창원시 의창구,[인증],,경력 1년,26-08-13,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608130056
K131132608130054,유럽트럭(대원모터스),대형차정비소 청소원 채용,"시급10,330 원 이상",경남 창원시 진해구,[인증],,관계없음,26-08-13,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608130054
K131132608130053,의창서비스기아오토큐주식회사,기아자동차 서비스센터 신설 업체에 함께 성장하는 정비 전문가를 모집합니다.,월급250 만원 이상 ~ 500 만원 이하,경남 창원시 의창구,[인증],,경력 3년,26-08-13,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608130053
K131132608130043,(주) 디엔엠,NC 선반 경력사원 모집,"연봉6,000 만원 이상 ~ 7,000 만원 이하",경남 창원시 의창구,[인증],,경력 5년,26-08-13,26-09-18,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608130043
K131132608130038,(주)효림HF(HiForging),효림HF 설비보전팀 공무전기담당 채용,"연봉4,000 만원 이상",경남 창원시 성산구,[인증],,경력 2년,26-08-13,26-10-12,http://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?callPage=detail&wantedAuthNo=K131132608130038
