industry,quarter,kicox_employment_yoy,mfg_emp_yoy,employment,eis_manufacturing_level,eis_manufacturing_yoy,aggregate_direction,aggregate_yoy_gap_pp,source_category,insured_level,insured_yoy,mapping_type,mapping_confidence,mapping_rationale,industry_direction,industry_yoy_gap_pp,industry_mapping_uncertain,employment_cross_source_agreement,employment_cross_source_disagreement,cross_source_population_note,cross_source_available
섬유의복,2024Q1,-28.301886792452837,0.2365396621615723,38.0,113327,1.4120931730932762,방향 일치,-1.175553510931704,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2024Q1,0.0532040671553657,0.2365396621615723,16925.0,113327,1.4120931730932762,방향 일치,-1.175553510931704,자동차·부품,19021.0,,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,비교자료 없음,,True,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
음식료,2024Q1,2.211874272409786,0.2365396621615723,878.0,113327,1.4120931730932762,방향 일치,-1.175553510931704,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2024Q1,1.4195474108010586,0.2365396621615723,29221.0,113327,1.4120931730932762,방향 일치,-1.175553510931704,전기장비,18338.0,,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,비교자료 없음,,True,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
철강,2024Q1,2.1722435545803664,0.2365396621615723,9313.0,113327,1.4120931730932762,방향 일치,-1.175553510931704,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2024Q2,2.7249012972363262,2.592625264643611,58282.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,기계·장비,29172.0,,approximate,B,KSIC 29(기타 기계 및 장비)에 해당. KICOX '기계'는 29 중심이나 금속가공(25) 일부를 포함할 수 있어 범위가 한쪽으로 넓다. 방향 비교까지만 사용,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기타,2024Q2,9.493670886075956,2.592625264643611,173.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2024Q2,-8.139534883720934,2.592625264643611,237.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2024Q2,-7.171314741035861,2.592625264643611,233.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2024Q2,0.4799999999999915,2.592625264643611,628.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2024Q2,-13.636363636363637,2.592625264643611,38.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2024Q2,1.7683037606734064,2.592625264643611,16805.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,자동차·부품,19086.0,,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,비교자료 없음,,True,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
음식료,2024Q2,4.4004400440043945,2.592625264643611,949.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2024Q2,2.688847039129527,2.592625264643611,29445.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,전기장비,18535.0,,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,비교자료 없음,,True,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
철강,2024Q2,3.4486510008703286,2.592625264643611,9509.0,113950,1.8046993656749777,방향 일치,0.7879258989686333,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2024Q3,3.4515090400877524,2.5941068659241395,58477.0,113850,1.221593940040533,방향 일치,1.3725129258836066,기계·장비,29193.0,,approximate,B,KSIC 29(기타 기계 및 장비)에 해당. KICOX '기계'는 29 중심이나 금속가공(25) 일부를 포함할 수 있어 범위가 한쪽으로 넓다. 방향 비교까지만 사용,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기타,2024Q3,1.764705882352935,2.5941068659241395,173.0,113850,1.221593940040533,방향 일치,1.3725129258836066,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2024Q3,-16.26984126984127,2.5941068659241395,211.0,113850,1.221593940040533,방향 일치,1.3725129258836066,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2024Q3,-5.976095617529875,2.5941068659241395,236.0,113850,1.221593940040533,방향 일치,1.3725129258836066,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2024Q3,-0.6379585326953707,2.5941068659241395,623.0,113850,1.221593940040533,방향 일치,1.3725129258836066,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2024Q3,-2.564102564102566,2.5941068659241395,38.0,113850,1.221593940040533,방향 일치,1.3725129258836066,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2024Q3,0.3107445918489215,2.5941068659241395,16786.0,113850,1.221593940040533,방향 일치,1.3725129258836066,자동차·부품,18987.0,,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,비교자료 없음,,True,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
음식료,2024Q3,5.184331797235031,2.5941068659241395,913.0,113850,1.221593940040533,방향 일치,1.3725129258836066,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2024Q3,1.3943808532778323,2.5941068659241395,29232.0,113850,1.221593940040533,방향 일치,1.3725129258836066,전기장비,18600.0,,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,비교자료 없음,,True,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
철강,2024Q3,6.005875312806008,2.5941068659241395,9743.0,113850,1.221593940040533,방향 일치,1.3725129258836066,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2024Q4,-0.9347283445748532,0.936473117142822,55959.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,기계·장비,29263.0,-1.4315548369711717,approximate,B,KSIC 29(기타 기계 및 장비)에 해당. KICOX '기계'는 29 중심이나 금속가공(25) 일부를 포함할 수 있어 범위가 한쪽으로 넓다. 방향 비교까지만 사용,방향 일치,0.4968264923963185,False,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
기타,2024Q4,15.294117647058814,0.936473117142822,196.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2024Q4,-10.460251046025103,0.936473117142822,214.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2024Q4,-1.9920318725099584,0.936473117142822,246.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2024Q4,-1.579778830963663,0.936473117142822,623.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2024Q4,-10.526315789473683,0.936473117142822,34.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2024Q4,2.28907782864618,0.936473117142822,17204.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,자동차·부품,18910.0,2.7382375312398066,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,방향 일치 (매핑 C등급 — 참고),-0.4491597025936267,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
음식료,2024Q4,6.133625410733834,0.936473117142822,969.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2024Q4,2.137123397157459,0.936473117142822,29392.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,전기장비,18152.0,1.1422521869950408,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,방향 일치 (매핑 C등급 — 참고),0.994871210162418,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
철강,2024Q4,6.021341463414642,0.936473117142822,9737.0,113604,0.6966973355315709,방향 일치,0.23977578161125113,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2025Q1,6.583689920278402,2.5598287599129854,60029.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,기계·장비,29191.0,0.010278196519108995,approximate,B,KSIC 29(기타 기계 및 장비)에 해당. KICOX '기계'는 29 중심이나 금속가공(25) 일부를 포함할 수 있어 범위가 한쪽으로 넓다. 방향 비교까지만 사용,방향 일치,6.573411723759293,False,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
기타,2025Q1,-15.02890173410405,2.5598287599129854,147.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2025Q1,100.418410041841,2.5598287599129854,479.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2025Q1,-25.6,2.5598287599129854,186.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2025Q1,-1.104100946372244,2.5598287599129854,627.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2025Q1,-10.526315789473683,2.5598287599129854,34.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2025Q1,-2.2688330871491917,2.5598287599129854,16541.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,자동차·부품,18755.0,-1.3984543399400695,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,방향 일치 (매핑 C등급 — 참고),-0.8703787472091222,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
음식료,2025Q1,-8.883826879271073,2.5598287599129854,800.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2025Q1,-3.1039321036241074,2.5598287599129854,28314.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,전기장비,18535.0,1.0742720034900177,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,방향 불일치 (매핑 C등급 — 참고),-4.178204107114125,True,False,True,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
철강,2025Q1,4.724578546118319,2.5598287599129854,9753.0,114075,0.6600368844141391,방향 일치,1.8997918754988463,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2025Q2,7.688480148244747,2.4617580546694384,62763.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,기계·장비,29159.0,-0.04456327985740138,approximate,B,KSIC 29(기타 기계 및 장비)에 해당. KICOX '기계'는 29 중심이나 금속가공(25) 일부를 포함할 수 있어 범위가 한쪽으로 넓다. 방향 비교까지만 사용,방향 불일치,7.733043428102149,False,False,True,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
기타,2025Q2,-15.606936416184968,2.4617580546694384,146.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2025Q2,100.84388185654008,2.4617580546694384,476.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2025Q2,-20.60085836909872,2.4617580546694384,185.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2025Q2,-10.031847133757966,2.4617580546694384,565.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2025Q2,-10.526315789473683,2.4617580546694384,34.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2025Q2,-2.1898244570068397,2.4617580546694384,16437.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,자동차·부품,18897.0,-0.990254636906629,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,방향 일치 (매핑 C등급 — 참고),-1.1995698201002107,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
음식료,2025Q2,-30.45310853530031,2.4617580546694384,660.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2025Q2,-4.584819154355579,2.4617580546694384,28095.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,전기장비,18160.0,-2.0231993525762104,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,방향 일치 (매핑 C등급 — 참고),-2.561619801779369,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
철강,2025Q2,3.0707750552108504,2.4617580546694384,9801.0,113773,-0.15533128565160537,방향 불일치,2.617089340321044,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2025Q3,3.3654257229338125,0.173491823553662,60445.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,기계·장비,29305.0,0.38365361559278277,approximate,B,KSIC 29(기타 기계 및 장비)에 해당. KICOX '기계'는 29 중심이나 금속가공(25) 일부를 포함할 수 있어 범위가 한쪽으로 넓다. 방향 비교까지만 사용,방향 일치,2.9817721073410297,False,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
기타,2025Q3,-16.184971098265898,0.173491823553662,145.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2025Q3,123.22274881516586,0.173491823553662,471.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2025Q3,-22.881355932203384,0.173491823553662,182.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2025Q3,2.5682182985553803,0.173491823553662,639.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2025Q3,-10.526315789473683,0.173491823553662,34.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2025Q3,-3.044203502919096,0.173491823553662,16275.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,자동차·부품,18798.0,-0.995417917522512,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,방향 일치 (매핑 C등급 — 참고),-2.048785585396584,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
음식료,2025Q3,-28.368017524644028,0.173491823553662,654.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
전기전자,2025Q3,-3.875889436234259,0.173491823553662,28099.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,전기장비,18033.0,-3.0483870967741966,ambiguous,C,KSIC 28(전기장비)만 해당. KICOX '전기전자'는 26(전자부품·컴퓨터·영상·통신)과 27(의료·정밀·광학)도 포함해 부분포함이다. 단정형 신호 생성 금지,방향 일치 (매핑 C등급 — 참고),-0.8275023394600622,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
철강,2025Q3,-0.5439802935440774,0.173491823553662,9690.0,113976,0.1106719367588882,방향 일치,0.0628198867947738,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
기계,2025Q4,6.0580067549455885,0.7619529736240249,59349.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,기계·장비,29265.0,0.006834569251279454,approximate,B,KSIC 29(기타 기계 및 장비)에 해당. KICOX '기계'는 29 중심이나 금속가공(25) 일부를 포함할 수 있어 범위가 한쪽으로 넓다. 방향 비교까지만 사용,방향 일치,6.051172185694309,False,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
기타,2025Q4,-27.040816326530614,0.7619529736240249,143.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
목재종이,2025Q4,120.09345794392524,0.7619529736240249,471.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
비금속,2025Q4,-27.642276422764223,0.7619529736240249,178.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
석유화학,2025Q4,4.815409309791341,0.7619529736240249,653.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
섬유의복,2025Q4,0.0,0.7619529736240249,34.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
운송장비,2025Q4,-5.295280167402927,0.7619529736240249,16293.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,자동차·부품,18773.0,-0.724484399788472,ambiguous,C,KSIC 30(자동차·트레일러)만 해당. KICOX '운송장비'는 31(기타 운송장비: 조선·항공 등)을 포함하며 창원에는 31 비중이 작지 않다. 부분포함,방향 일치 (매핑 C등급 — 참고),-4.570795767614455,True,True,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,True
음식료,2025Q4,-32.6109391124871,0.7619529736240249,653.0,114122,0.4559698602161877,방향 일치,0.30598311340783724,,,,,,,비교자료 없음,,False,False,False,KICOX 산단 고용과 고용보험 피보험자는 모집단이 다르다(산단 입주 사업체 vs 창원시 전역 사업장). 수준·점유율 비교 금지.,False
