period,scope,region_or_industry_code,region_or_industry,bsi_code,indicator,mapped_kicox_industry,mapping_grade,value,months,value_lag4,change_vs_year_ago_pt,below_100,source_table_code,geography,coverage_flag,role,usage_note
2024Q1,전국(업종),C1100,음료,AC,생산BSI,음식료,A,87.0,3,77.67,9.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q2,전국(업종),C1100,음료,AC,생산BSI,음식료,A,80.33,3,82.67,-2.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q3,전국(업종),C1100,음료,AC,생산BSI,음식료,A,81.67,3,83.0,-1.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q4,전국(업종),C1100,음료,AC,생산BSI,음식료,A,80.67,3,84.33,-3.66,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q1,전국(업종),C1100,음료,AC,생산BSI,음식료,A,76.67,3,87.0,-10.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q2,전국(업종),C1100,음료,AC,생산BSI,음식료,A,77.0,3,80.33,-3.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q3,전국(업종),C1100,음료,AC,생산BSI,음식료,A,76.33,3,81.67,-5.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q4,전국(업종),C1100,음료,AC,생산BSI,음식료,A,63.0,3,80.67,-17.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q1,전국(업종),C1100,음료,AC,생산BSI,음식료,A,73.0,3,76.67,-3.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q2,전국(업종),C1100,음료,AC,생산BSI,음식료,A,72.33,3,77.0,-4.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q3,전국(업종),C1100,음료,AC,생산BSI,음식료,A,74.0,2,76.33,-2.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q1,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,78.67,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q2,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,88.33,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q3,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,87.67,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q4,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,88.0,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q1,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,87.67,3,78.67,9.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q2,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,103.33,3,88.33,15.0,False,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q3,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,92.33,3,87.67,4.66,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q4,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,85.67,3,88.0,-2.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q1,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,79.67,3,87.67,-8.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q2,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,82.33,3,103.33,-21.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q3,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,88.0,3,92.33,-4.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q4,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,81.33,3,85.67,-4.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q1,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,86.33,3,79.67,6.66,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q2,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,81.33,3,82.33,-1.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q3,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,82.33,3,88.0,-5.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q4,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,75.67,3,81.33,-5.66,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q1,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,76.0,3,86.33,-10.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q2,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,79.67,3,81.33,-1.66,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q3,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,76.33,3,82.33,-6.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q4,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,69.67,3,75.67,-6.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q1,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,71.67,3,76.0,-4.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q2,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,69.67,3,79.67,-10.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q3,전국(업종),C1100,음료,AD,신규수주BSI,음식료,A,75.5,2,76.33,-0.83,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q1,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,93.0,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q2,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,94.67,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q3,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,91.33,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q4,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,90.67,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q1,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,88.33,3,93.0,-4.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q2,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,88.33,3,94.67,-6.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q3,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,84.33,3,91.33,-7.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q4,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,87.33,3,90.67,-3.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q1,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,85.67,3,88.33,-2.66,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q2,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,86.33,3,88.33,-2.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q3,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,84.33,3,84.33,0.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q4,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,90.0,3,87.33,2.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q1,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,86.67,3,85.67,1.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q2,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,89.33,3,86.33,3.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q3,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,86.33,3,84.33,2.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q4,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,84.0,3,90.0,-6.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q1,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,86.0,3,86.67,-0.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q2,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,84.67,3,89.33,-4.66,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q3,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,85.0,3,86.33,-1.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q4,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,79.0,3,84.0,-5.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q1,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,80.0,3,86.0,-6.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q2,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,87.33,3,84.67,2.66,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q3,전국(업종),C1100,음료,AJ,인력사정BSI,음식료,A,85.0,2,85.0,0.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q1,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,81.0,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q2,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,89.0,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q3,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,91.33,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q4,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,87.0,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q1,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,93.33,3,81.0,12.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q2,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,98.67,3,89.0,9.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q3,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,97.33,3,91.33,6.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q4,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,85.0,3,87.0,-2.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q1,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,76.33,3,93.33,-17.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q2,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,80.33,3,98.67,-18.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q3,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,83.0,3,97.33,-14.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q4,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,82.67,3,85.0,-2.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q1,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,81.0,3,76.33,4.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q2,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,79.33,3,80.33,-1.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q3,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,81.0,3,83.0,-2.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q4,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,79.33,3,82.67,-3.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q1,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,76.67,3,81.0,-4.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q2,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,78.0,3,79.33,-1.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q3,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,77.0,3,81.0,-4.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2025Q4,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,62.33,3,79.33,-17.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q1,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,74.67,3,76.67,-2.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q2,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,72.0,3,78.0,-6.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2026Q3,전국(업종),C1100,음료,AK,가동률BSI,음식료,A,72.0,2,77.0,-5.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q1,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,56.33,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q2,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,68.67,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q3,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,66.0,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2021Q4,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,70.0,3,,,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q1,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,66.33,3,56.33,10.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q2,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,64.33,3,68.67,-4.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q3,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,47.67,3,66.0,-18.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2022Q4,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,46.67,3,70.0,-23.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q1,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,46.0,3,66.33,-20.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q2,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,50.0,3,64.33,-14.33,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q3,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,47.0,3,47.67,-0.67,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2023Q4,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,43.33,3,46.67,-3.34,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
2024Q1,전국(업종),C1300,섬유,AA,업황BSI,섬유의복,A,45.0,3,46.0,-1.0,True,512Y007,전국,national_by_industry,CONTEXT / BUSINESS_SENTIMENT,업종별 자동판정에 쓰지 않는다. 전국 업종 BSI 를 창원국가산단 개별 업종의 신호라고 부르지 않는다.
